id,submit_time,men,women,1_14,15_24,25_49,50_64,65+,education,farm,income,message1946,message1964,message1981,message2012,trans1946,trans1964,trans1981,trans2012,insurance,experience,1904,1946,1964,1981,2012,levee,report,maner,location_code
1,2018-02-20 16:23:00,2,2,0,1,2,1,0,college or higher,False,"＞50,000",null,null,null,null,null,null,null,null,True,null,know from written records,know from written records,know from written records,know from written records,know from written records,8,8,8,B 
2,2018-02-20 17:14:00,2,1,0,1,2,0,0,college or higher,False,"＞50,000",null,null,null,network,null,null,bycycle,car,True,null,do not know,do not know,do not know,heard from intimates,do not know,6,6,6,A 
3,2018-02-20 17:15:00,2,2,0,1,1,2,0,college or higher,True,"20,000~50,000",null,null,null,fixed telephone,null,bycycle,bycycle,motor,False,null,do not know,do not know,do not know,do not know,do not know,7,7,7,B 
4,2018-02-20 19:34:00,1,2,0,1,1,1,0,college or higher,False,"20,000~50,000",null,null,null,mobile phone,null,null,bycycle,bycycle,True,null,do not know,do not know,do not know,do not know,do not know,5,5,7,B 
5,2018-02-20 19:35:00,3,1,1,1,2,0,0,vocational college,False,"5,000~10,000",null,null,null,fixed telephone,null,null,null,motor,False,null,heard of somewhere,heard of somewhere,heard of somewhere,know from written records; heard of somewhere,heard of somewhere; heard from intimates,8,8,7,A 
6,2018-02-20 19:40:00,3,1,1,1,0,2,0,vocational college,False,"5,000~10,000",null,null,null,fixed telephone,null,null,null,motor,False,null,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere; heard from intimates,8,8,8,A 
7,2018-02-20 19:41:00,2,1,0,1,2,0,0,college or higher,False,"＞50,000",null,null,null,network,null,null,bycycle,car,True,null,know from written records,know from written records,know from written records,know from written records,know from written records,8,8,8,A 
8,2018-02-20 19:44:00,2,1,0,1,2,0,0,college or higher,False,"＞50,000",null,null,null,network,null,null,bycycle,car,True,null,know from written records,know from written records,know from written records,know from written records,know from written records,8,8,8,A 
9,2018-02-20 19:44:00,2,1,0,1,2,0,0,senior high school,False,"＜5,000",null,null,null,fixed telephone,null,null,null,bycycle,True,null,know from written records,heard of somewhere,heard of somewhere,heard of somewhere,know from written records; heard of somewhere,9,9,9,A 
10,2018-02-20 19:45:00,2,1,0,1,2,0,0,vocational college,False,"＜5,000",null,null,fixed telephone,fixed telephone,null,null,null,bycycle,True,null,heard of somewhere,heard of somewhere; heard from intimates,heard of somewhere,heard of somewhere,heard of somewhere,8,8,7,A 
11,2018-02-20 19:49:00,1,2,0,1,1,1,0,college or higher,False,"20,000~50,000",null,null,null,mobile phone,null,null,null,bycycle,True,null,do not know,do not know,do not know,do not know,know from written records,6,8,8,B
12,2018-02-20 19:49:00,2,1,0,1,2,0,0,college or higher,False,"＞50,000",null,null,fixed telephone,network,null,bycycle,motor,car,True,null,do not know,heard of somewhere,heard of somewhere,heard from intimates,know from written records,7,7,9,B 
13,2018-02-20 19:49:00,2,1,0,1,0,0,0,college or higher,False,"5,000~10,000",null,null,null,network,null,bycycle,bycycle,car,True,null,do not know,do not know,do not know,do not know,do not know,10,10,10,B 
14,2018-02-20 19:49:00,1,3,0,1,0,2,1,college or higher,False,"10,000~20,000",null,fixed telephone,fixed telephone,mobile phone,bycycle,bycycle,bycycle,car,True,flooding,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,5,6,6,B 
15,2018-02-20 19:49:00,2,1,0,1,2,0,0,college or higher,False,"＞50,000",null,null,mobile phone,network,null,bycycle,bycycle,car,True,null,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,know from written records,5,5,5,B 
16,2018-02-20 19:52:00,1,2,0,1,2,0,1,college or higher,False,"＞50,000",null,null,fixed telephone,mobile phone,bycycle,bycycle,motor,car,True,null,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,know from written records; heard of somewhere,6,6,6,B 
17,2018-02-20 19:53:00,2,1,0,1,2,0,0,vocational college,False,"10,000~20,000",null,null,fixed telephone,network,bycycle,bycycle,bycycle,bycycle,True,null,heard of somewhere,heard of somewhere,do not know,do not know,do not know,5,5,8,A 
18,2018-02-20 19:53:00,2,2,0,0,2,1,1,vocational college,False,"＞50,000",null,null,null,mobile phone,bycycle,bycycle,bycycle,car,True,null,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere; know from written records,6,6,6,B 
19,2018-02-20 19:53:00,2,1,0,1,2,0,0,college or higher,True,"5,000~10,000",null,null,null,mobile phone,null,null,null,motor,True,null,heard of somewhere,heard of somewhere,know from written records,know from written records,know from written records,4,4,4,C
20,2018-02-20 19:54:00,1,2,0,1,2,0,0,senior high school,False,"＞50,000",null,null,fixed telephone,mobile phone,null,bycycle,bycycle,null,True,null,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,3,3,3,A
21,2018-02-20 19:56:00,2,1,0,1,1,1,0,college or higher,False,"＞50,000",null,null,null,network,bycycle,motor,motor,car,True,null,know from written records; heard of somewhere; know from written records,heard of somewhere,heard of somewhere,heard from intimates; know from written records; heard of somewhere; know from written records,know from written records; heard of somewhere; experienced; heard from intimates,10,10,10,B 
22,2018-02-20 19:57:00,1,2,0,1,2,0,0,senior high school,False,"＜5,000",null,null,mobile phone,mobile phone,null,null,bycycle,bycycle,False,null,do not know,do not know,do not know,do not know,know from written records,5,5,5,A 
23,2018-02-20 19:57:00,1,2,0,1,2,0,0,senior high school,False,"＞50,000",null,null,fixed telephone,mobile phone,null,null,bycycle,null,True,null,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,4,3,4,A
24,2018-02-20 20:03:00,1,2,0,1,1,1,0,college or higher,False,"20,000~50,000",null,null,null,mobile phone,null,null,null,bycycle,True,null,do not know,do not know,do not know,do not know,do not know,10,10,10,B
25,2018-02-20 20:04:00,2,3,0,1,2,2,0,college or higher,False,"5,000~10,000",null,null,fixed telephone,network,null,null,bycycle,motor,False,null,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,know from written records,10,10,10,B
26,2018-02-20 20:13:00,2,1,0,1,2,0,0,college or higher,False,"＜5,000",null,null,null,fixed telephone,null,bycycle,motor,car,True,null,do not know,do not know,do not know,do not know,do not know,6,6,6,B 
27,2018-02-20 20:16:00,2,1,0,1,1,0,1,senior high school,False,"5,000~10,000",null,null,null,mobile phone,null,null,bycycle,motor,True,null,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,know from written records,8,8,8,B 
28,2018-02-20 20:16:00,3,2,0,2,1,1,1,vocational college,True,"5,000~10,000",null,null,null,mobile phone,null,null,bycycle,motor,False,null,heard of somewhere,heard of somewhere,heard of somewhere,heard from intimates,heard of somewhere,8,10,10,A 
29,2018-02-20 20:18:00,2,1,0,1,2,0,0,senior high school,False,"＞50,000",null,null,null,mobile phone,null,bycycle,bycycle,bycycle,False,null,do not know,do not know,do not know,do not know,do not know,10,9,9,B 
30,2018-02-20 20:20:00,2,1,0,1,2,0,0,college or higher,False,"＞50,000",null,null,null,mobile phone,bycycle,bycycle,bycycle,car,True,null,do not know,do not know,do not know,do not know,heard of somewhere,8,8,8,D 
31,2018-02-20 20:24:00,3,1,1,1,2,0,0,vocational college,True,"10,000~20,000",null,null,null,mobile phone,null,null,null,motor,False,null,heard of somewhere,heard of somewhere,heard of somewhere,know from written records,heard from intimates,7,8,8,A 
32,2018-02-20 20:25:00,2,2,0,2,1,1,0,college or higher,True,"5,000~10,000",null,null,fixed telephone,mobile phone,null,null,bycycle,car,True,null,do not know,do not know,do not know,do not know,do not know,6,6,6,D 
33,2018-02-20 20:27:00,2,2,0,1,1,2,0,college or higher,True,"20,000~50,000",null,null,null,mobile phone,null,null,bycycle,motor,False,null,do not know,do not know,do not know,do not know,do not know,8,8,8,B 
34,2018-02-20 20:28:00,1,1,0,1,1,0,0,college or higher,False,"＜5,000",null,null,null,mobile phone,null,null,null,bycycle,False,null,do not know,do not know,do not know,do not know,do not know,5,5,5,B 
35,2018-02-20 20:28:00,1,2,0,1,0,1,1,college or higher,False,"5,000~10,000",null,null,null,mobile phone,null,null,bycycle,bycycle,True,null,do not know,do not know,do not know,do not know,do not know,5,5,5,B 
36,2018-02-20 20:30:00,2,2,0,2,2,0,0,vocational college,True,"20,000~50,000",null,null,null,mobile phone,null,null,null,bycycle,False,null,know from written records,know from written records,know from written records,know from written records,know from written records,10,10,10,D 
37,2018-02-20 20:33:00,3,2,0,3,2,0,0,college or higher,False,"＞50,000",null,null,null,mobile phone,null,null,null,motor,True,null,do not know,do not know,do not know,do not know,do not know,7,7,7,A
38,2018-02-20 20:37:00,1,2,1,0,2,0,0,college or higher,False,"20,000~50,000",null,null,fixed telephone,mobile phone,bycycle,bycycle,bycycle,motor,True,null,know from written records,know from written records,know from written records,know from written records,know from written records,5,6,8,B 
39,2018-02-20 20:51:00,2,1,0,1,2,0,0,college or higher,False,"20,000~50,000",null,null,fixed telephone,network,bycycle,bycycle,bycycle,car,True,null,know from written records,heard of somewhere,know from written records,know from written records,heard of somewhere,10,10,10,B 
40,2018-02-20 20:57:00,4,2,1,0,2,2,1,vocational college,False,"＞50,000",null,null,null,mobile phone,null,bycycle,bycycle,car,True,null,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,5,5,6,A 
41,2018-02-20 20:57:00,2,1,0,1,0,2,0,college or higher,False,"＞50,000",mobile phone,mobile phone,mobile phone,mobile phone,motor,motor,motor,motor,True,null,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,6,6,6,B
42,2018-02-20 21:08:00,2,2,0,1,1,2,0,college or higher,True,"5,000~10,000",null,null,fixed telephone,mobile phone,null,null,bycycle,motor,False,inundation,know from written records,heard of somewhere,heard of somewhere; heard from intimates,heard of somewhere,heard of somewhere,6,7,10,B 
43,2018-02-20 21:19:00,0,2,0,0,1,0,1,vocational college,False,"20,000~50,000",null,null,null,mobile phone,null,null,bycycle,null,True,inundation,do not know,do not know,do not know,do not know,do not know,6,2,5,A 
44,2018-02-20 21:28:00,2,2,0,1,1,2,0,college or higher,True,"10,000~20,000",null,null,fixed telephone,mobile phone,null,null,bycycle,motor,False,inundation,know from written records,know from written records; heard of somewhere,know from written records,heard from intimates,do not know,6,6,10,B 
45,2018-02-20 21:28:00,2,1,0,1,2,0,0,college or higher,False,"＞50,000",null,null,null,mobile phone,null,null,null,car,True,null,do not know,do not know,do not know,do not know,do not know,10,10,10,B 
46,2018-02-20 21:30:00,1,3,0,1,1,2,0,college or higher,False,"＞50,000",null,null,null,network,null,null,bycycle,car,True,null,do not know,know from written records; heard of somewhere,know from written records; heard of somewhere; heard from intimates,do not know,do not know,7,6,9,B 
47,2018-02-20 21:35:00,1,1,0,0,2,0,0,college or higher,False,"＜5,000",null,null,null,mobile phone,null,null,null,car,True,null,know from written records,know from written records,know from written records,know from written records,know from written records,6,5,6,A 
48,2018-02-20 21:38:00,4,2,0,2,2,0,0,college or higher,False,"10,000~20,000",null,null,fixed telephone,network,null,null,bycycle,car,True,null,do not know,do not know,do not know,do not know,heard from intimates,9,8,8,B 
49,2018-02-20 21:39:00,2,2,0,1,1,2,0,college or higher,True,"＞50,000",null,null,null,mobile phone,bycycle,bycycle,motor,motor,True,null,heard of somewhere,heard of somewhere,heard of somewhere,know from written records,know from written records,10,8,9,B 
50,2018-02-20 21:40:00,1,2,0,1,2,0,0,vocational college,False,"5,000~10,000",null,null,null,mobile phone,null,bycycle,car,car,True,null,know from written records,know from written records,know from written records,heard of somewhere,heard of somewhere,5,5,5,B 
51,2018-02-20 21:42:00,2,3,0,1,1,2,1,college or higher,True,"20,000~50,000",null,null,null,network,null,null,bycycle,car,True,null,do not know,do not know,do not know,heard of somewhere,do not know,5,5,10,B 
52,2018-02-20 21:43:00,1,3,0,1,1,0,2,college or higher,False,"5,000~10,000",null,null,fixed telephone,mobile phone,bycycle,bycycle,bycycle,bycycle,True,null,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,heard from intimates,5,4,7,B 
53,2018-02-20 21:45:00,1,3,1,1,2,0,0,college or higher,False,"＜5,000",null,fixed telephone,mobile phone,network,null,null,null,motor,True,null,know from written records,know from written records,know from written records,know from written records,know from written records,6,5,5,B 
54,2018-02-20 21:46:00,1,1,0,1,0,2,0,college or higher,False,"10,000~20,000",null,null,fixed telephone,network,bycycle,bycycle,bycycle,car,True,null,do not know,do not know,do not know,do not know,do not know,8,5,7,B 
55,2018-02-20 21:46:00,1,2,0,1,0,2,0,college or higher,False,"10,000~20,000",null,null,null,mobile phone,null,null,bycycle,bycycle,True,null,do not know,do not know,do not know,heard of somewhere,know from written records,9,10,8,B 
56,2018-02-20 21:46:00,2,1,0,0,3,0,0,vocational college,False,"＞50,000",null,null,null,mobile phone,null,null,null,car,True,null,know from written records,know from written records,know from written records,know from written records,know from written records,5,5,5,A 
57,2018-02-20 21:47:00,1,1,0,0,2,0,0,college or higher,False,"＜5,000",null,null,null,mobile phone,null,null,null,car,True,null,know from written records,know from written records,know from written records,know from written records,know from written records,6,5,6,A 
58,2018-02-20 21:49:00,2,1,0,1,2,0,0,vocational college,False,"＞50,000",null,null,null,network,null,null,null,car,False,null,know from written records,know from written records,know from written records,know from written records,know from written records,6,6,6,A 
59,2018-02-20 21:49:00,2,1,0,1,1,1,0,college or higher,False,"＞50,000",null,null,null,network,null,null,bycycle,car,True,null,do not know,do not know,do not know,do not know,know from written records,10,10,10,B 
60,2018-02-20 21:49:00,1,1,0,0,2,0,0,college or higher,False,"＜5,000",null,null,null,mobile phone,null,null,null,car,True,null,know from written records,know from written records,know from written records,know from written records,know from written records,5,5,5,A 
61,2018-02-20 21:50:00,2,2,0,1,1,2,0,college or higher,False,"10,000~20,000",null,null,null,mobile phone,null,bycycle,bycycle,car,True,null,know from written records,do not know,do not know,do not know,heard from intimates; heard of somewhere,6,10,10,B
62,2018-02-20 22:00:00,2,2,0,2,1,1,0,senior high school,True,"5,000~10,000",null,null,null,mobile phone,null,null,null,motor,False,null,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,7,7,7,B 
63,2018-02-20 22:01:00,1,3,0,1,2,0,1,college or higher,False,"5,000~10,000",null,null,null,network,null,bycycle,bycycle,car,True,null,do not know,do not know,do not know,do not know,do not know,10,10,10,A
64,2018-02-20 22:08:00,1,4,1,1,1,1,0,college or higher,False,"＞50,000",null,null,null,mobile phone,null,null,null,motor,True,null,heard of somewhere,know from written records,heard of somewhere,heard of somewhere,heard of somewhere,10,9,9,B
65,2018-02-20 22:09:00,1,2,0,1,2,0,0,college or higher,False,"＞50,000",network,null,null,fixed telephone,bycycle,bycycle,bycycle,car,True,null,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,7,7,7,B 
66,2018-02-20 22:14:00,1,1,0,1,1,0,0,vocational college,False,"5,000~10,000",null,null,null,network,null,null,null,motor,False,null,know from written records,know from written records,know from written records,know from written records,know from written records,6,6,6,B 
67,2018-02-20 22:18:00,2,1,0,1,0,2,0,college or higher,False,"＞50,000",null,null,null,network,null,bycycle,bycycle,bycycle,True,null,heard of somewhere,know from written records,heard of somewhere,heard of somewhere,experienced,10,10,10,B 
68,2018-02-20 22:50:00,3,2,1,0,2,2,0,college or higher,False,"＞50,000",null,null,null,mobile phone,null,null,null,null,True,null,do not know,do not know,do not know,do not know,do not know,10,10,10,D 
69,2018-02-20 22:54:00,1,2,0,1,2,0,0,college or higher,False,"＞50,000",null,null,null,mobile phone,null,null,bycycle,car,True,null,do not know,heard of somewhere,do not know,do not know,do not know,10,5,8,B 
70,2018-02-20 23:11:00,1,2,0,1,2,0,0,vocational college,False,"20,000~50,000",null,null,null,fixed telephone,null,null,bycycle,car,True,null,do not know,do not know,do not know,do not know,do not know,7,7,7,B 
71,2018-02-20 23:13:00,2,2,0,1,2,0,1,college or higher,False,"＞50,000",null,null,fixed telephone,network,null,null,bycycle,car,True,null,do not know,do not know,do not know,do not know,do not know,9,9,10,A 
72,2018-02-20 23:13:00,1,2,0,1,2,0,0,college or higher,False,"＞50,000",null,null,null,mobile phone,null,null,null,car,True,null,do not know,do not know,do not know,do not know,do not know,7,8,8,A 
73,2018-02-20 23:14:00,1,1,0,1,1,1,0,college or higher,False,"10,000~20,000",null,null,null,network,null,null,bycycle,car,True,null,do not know,do not know,do not know,do not know,do not know,7,7,5,A 
74,2018-02-20 23:16:00,1,1,0,0,0,2,0,college or higher,False,"＞50,000",null,null,null,mobile phone,null,null,bycycle,bycycle,True,null,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,6,5,5,B 
75,2018-02-20 23:16:00,3,1,0,1,1,2,0,college or higher,False,"＞50,000",null,null,null,network,null,null,bycycle,car,True,null,do not know,do not know,do not know,do not know,do not know,6,6,5,A 
76,2018-02-20 23:26:00,2,1,0,1,2,0,0,college or higher,False,"＞50,000",null,null,fixed telephone,mobile phone,null,bycycle,bycycle,motor,True,null,do not know,do not know,do not know,do not know,do not know,10,10,10,D 
77,2018-02-20 23:29:00,2,1,0,1,2,0,0,college or higher,False,"5,000~10,000",null,null,null,mobile phone,null,null,null,null,True,null,heard of somewhere,heard of somewhere; know from written records,heard of somewhere,heard of somewhere,know from written records,7,10,8,A 
78,2018-02-20 23:54:00,1,2,0,1,0,2,0,college or higher,False,"20,000~50,000",null,null,null,mobile phone,null,null,bycycle,bycycle,True,null,do not know,do not know,do not know,do not know,do not know,6,6,6,B 
79,2018-02-20 23:56:00,1,2,0,1,0,2,0,college or higher,False,"10,000~20,000",null,null,null,fixed telephone,null,null,bycycle,car,True,null,do not know,do not know,do not know,do not know,do not know,6,6,6,B 
80,2018-02-21 00:13:00,2,3,0,3,2,0,0,college or higher,False,"5,000~10,000",null,null,null,mobile phone,null,null,null,car,True,null,do not know,do not know,do not know,do not know,do not know,6,7,6,B
81,2018-02-21 00:21:00,2,3,0,3,2,0,0,college or higher,False,"＞50,000",null,null,null,mobile phone,null,null,null,car,True,null,do not know,do not know,do not know,do not know,do not know,5,5,5,B 
82,2018-02-21 00:23:00,6,3,2,0,5,2,0,college or higher,False,"10,000~20,000",null,null,null,mobile phone,null,bycycle,motor,car,True,null,do not know,do not know,do not know,heard of somewhere,know from written records,6,7,7,B 
83,2018-02-21 00:28:00,2,1,1,1,2,0,0,college or higher,False,"＜5,000",null,null,null,mobile phone,null,null,bycycle,car,True,null,heard of somewhere,know from written records,know from written records,know from written records,do not know,6,6,6,B
84,2018-02-21 00:29:00,3,1,2,0,2,0,0,college or higher,False,"10,000~20,000",null,null,null,mobile phone,null,null,null,car,True,null,do not know,do not know,do not know,do not know,know from written records,7,8,8,B 
85,2018-02-21 00:55:00,4,4,3,0,4,0,2,college or higher,False,"＞50,000",null,fixed telephone,fixed telephone,mobile phone,bycycle,bycycle,bycycle,bycycle,True,null,know from written records,know from written records,heard of somewhere,heard of somewhere,heard of somewhere,6,6,6,C
86,2018-02-21 08:40:00,3,1,0,1,1,1,0,senior high school,True,"＜5,000",null,null,null,mobile phone,null,null,null,bycycle,True,null,heard of somewhere; know from written records,know from written records,heard of somewhere,heard of somewhere,heard of somewhere,7,6,8,C 
87,2018-02-21 09:42:00,5,5,0,1,3,5,1,college or higher,False,"＞50,000",null,null,null,mobile phone,null,null,bycycle,bycycle,True,null,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,know from written records,4,6,10,B 
88,2018-02-21 09:56:00,2,4,0,4,2,0,0,college or higher,True,"10,000~20,000",null,null,null,mobile phone,null,null,bycycle,motor,False,null,know from written records,heard of somewhere,know from written records,heard of somewhere,heard of somewhere,7,10,4,D
89,2018-02-21 10:06:00,3,2,0,2,3,0,0,college or higher,False,"＞50,000",null,null,fixed telephone,mobile phone,bycycle,bycycle,bycycle,bycycle,True,null,know from written records; heard of somewhere; know from written records,know from written records; heard of somewhere; know from written records,know from written records; heard of somewhere; know from written records,know from written records; heard of somewhere; know from written records,know from written records; heard of somewhere,10,10,10,A 
90,2018-02-21 11:02:00,2,3,0,3,0,2,0,college or higher,True,"10,000~20,000",null,null,fixed telephone,null,null,null,null,motor,False,null,know from written records,do not know,know from written records,heard of somewhere,know from written records,2,3,3,D
91,2018-02-21 11:22:00,3,3,0,4,2,0,0,college or higher,True,"10,000~20,000",null,null,null,mobile phone,null,null,null,bycycle,True,null,heard of somewhere,heard of somewhere,heard of somewhere,know from written records,heard of somewhere,6,6,6,B 
92,2018-02-21 11:24:00,2,1,0,1,1,2,0,college or higher,True,"20,000~50,000",null,null,null,mobile phone,null,bycycle,bycycle,motor,False,null,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,know from written records,6,6,10,B 
93,2018-02-21 11:53:00,2,1,0,1,2,0,0,college or higher,False,"10,000~20,000",null,null,null,mobile phone,null,bycycle,bycycle,car,True,null,do not know,do not know,do not know,know from written records; heard from intimates,heard of somewhere,10,10,10,C
94,2018-02-21 12:19:00,1,2,0,1,2,0,0,college or higher,False,"20,000~50,000",null,fixed telephone,mobile phone,network,null,bycycle,motor,car,False,null,heard of somewhere,know from written records,heard of somewhere,heard of somewhere,know from written records,7,7,8,B 
95,2018-02-21 12:21:00,1,2,0,1,2,0,0,senior high school,False,"20,000~50,000",null,null,null,network,null,null,bycycle,motor,True,null,do not know,do not know,do not know,do not know,do not know,6,7,8,B 
96,2018-02-21 12:24:00,2,1,0,1,2,0,0,senior high school,False,"＞50,000",null,null,null,network,null,null,null,car,True,null,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,5,5,6,B 
97,2018-02-21 12:29:00,3,1,0,2,2,0,0,vocational college,False,"＞50,000",null,null,fixed telephone; mobile phone,network; mobile phone,null,null,bycycle,car,True,null,know from written records,heard of somewhere,heard of somewhere,know from written records,know from written records,8,9,9,B 
98,2018-02-21 12:32:00,3,2,0,2,3,0,0,college or higher,False,"＞50,000",null,null,null,mobile phone; fixed telephone,null,null,bycycle,car,True,null,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,know from written records,3,3,3,B 
99,2018-02-21 12:34:00,3,2,0,0,0,0,2,college or higher,False,"＞50,000",null,null,null,network; mobile phone; fixed telephone,null,null,null,car,True,null,know from written records,know from written records,know from written records,know from written records,know from written records,6,4,3,B 
100,2018-02-21 12:53:00,1,1,0,0,2,0,0,college or higher,False,"＞50,000",null,null,fixed telephone,mobile phone; fixed telephone,null,null,bycycle,car,True,null,do not know,do not know,do not know,heard from intimates,experienced; heard from intimates,9,9,9,D 
101,2018-02-21 13:26:00,5,8,3,2,4,2,2,college or higher,True,"＞50,000",null,null,null,mobile phone; network; fixed telephone,null,null,bycycle,motor; bycycle; car,True,null,do not know,do not know,do not know,heard of somewhere,heard of somewhere; heard from intimates,6,7,7,D 
102,2018-02-21 13:35:00,2,4,0,3,2,0,0,college or higher,False,"5,000~10,000",mobile phone,null,null,mobile phone,car; null,null,null,null,True,null,do not know,do not know,do not know,do not know,do not know,8,9,8,C 
103,2018-02-21 13:40:00,1,1,0,0,2,0,0,college or higher,False,"＞50,000",null,null,fixed telephone,mobile phone,null,null,null,car,True,null,heard of somewhere,know from written records; heard of somewhere,know from written records; heard of somewhere,heard of somewhere; know from written records,heard of somewhere,8,8,9,B 
104,2018-02-21 14:04:00,2,1,0,1,2,0,0,college or higher,False,"＞50,000",null,null,null,mobile phone; network,null,null,null,bycycle,True,null,heard of somewhere; know from written records,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,6,6,6,B
105,2018-02-21 15:32:00,2,1,0,1,2,0,0,college or higher,False,"10,000~20,000",null,null,fixed telephone,network,null,bycycle,bycycle,motor,True,null,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,know from written records,7,7,8,D 
106,2018-02-21 18:00:00,2,1,0,1,1,1,0,college or higher,False,"20,000~50,000",null,null,fixed telephone,fixed telephone; mobile phone; network,bycycle,bycycle,bycycle,car,True,null,do not know,heard from intimates,heard from intimates,heard of somewhere,heard from intimates; experienced; heard of somewhere; know from written records,10,10,10,C 
107,2018-02-21 18:15:00,2,2,1,1,2,0,0,senior high school,False,"10,000~20,000",null,null,null,mobile phone,null,null,null,car,True,null,know from written records,know from written records,know from written records,know from written records,do not know,6,6,6,C 
108,2018-02-21 18:15:00,1,2,0,1,2,0,0,college or higher,False,"10,000~20,000",null,null,null,fixed telephone; mobile phone; network,null,null,null,car,False,null,do not know,do not know,heard from intimates,heard from intimates,do not know,7,5,8,C 
109,2018-02-21 23:10:00,2,3,1,1,0,2,2,college or higher,False,"＞50,000",null,null,null,network; mobile phone; fixed telephone,null,null,bycycle,bycycle; motor; car,True,null,do not know,do not know,do not know,do not know,do not know,10,10,10,C 
110,2018-02-22 00:43:00,2,3,1,1,2,0,1,college or higher,False,"5,000~10,000",null,null,fixed telephone,mobile phone,null,null,motor,car,False,null,do not know,do not know,do not know,do not know,do not know,10,8,9,C 
111,2018-02-22 08:49:00,2,2,0,1,2,0,1,college or higher,False,"＞50,000",null,null,null,mobile phone,null,null,bycycle,car,True,null,do not know,do not know,do not know,heard of somewhere,know from written records,7,6,7,B 
112,2018-02-22 09:02:00,1,1,0,0,2,0,0,college or higher,False,"＜5,000",null,null,null,mobile phone,null,null,null,car,True,null,know from written records,know from written records; heard of somewhere,know from written records; heard of somewhere,heard of somewhere; know from written records,know from written records,5,5,8,A 
113,2018-02-22 09:25:00,2,1,0,1,2,0,0,college or higher,False,"＞50,000",null,null,null,fixed telephone; mobile phone; network,null,null,bycycle,car; bycycle,True,null,heard of somewhere,know from written records; heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,5,8,10,B 
114,2018-02-22 09:26:00,3,3,1,0,2,2,0,college or higher,False,"10,000~20,000",null,null,null,fixed telephone; mobile phone; network,null,null,bycycle,bycycle; car; motor,True,flooding,do not know,do not know,do not know,do not know,heard of somewhere,5,3,7,B 
115,2018-02-22 10:01:00,2,2,0,2,2,0,0,college or higher,False,"5,000~10,000",null,null,null,mobile phone; network,null,null,null,car,True,null,heard of somewhere,heard of somewhere,know from written records,heard of somewhere,heard of somewhere,7,7,7,B 
116,2018-02-22 10:04:00,2,3,0,1,1,1,2,college or higher,True,"＞50,000",null,null,null,mobile phone; fixed telephone,null,bycycle,bycycle,motor; bycycle,True,null,do not know,do not know,do not know,heard from intimates,experienced,10,10,10,A
117,2018-02-22 10:13:00,3,2,0,1,2,2,0,vocational college,False,"10,000~20,000",null,null,fixed telephone,mobile phone; network,null,bycycle,bycycle,car,True,null,do not know,do not know,do not know,do not know,do not know,5,5,5,B 
118,2018-02-22 10:14:00,2,1,0,0,1,2,0,college or higher,False,"＞50,000",null,null,null,mobile phone; network,null,bycycle,bycycle,bycycle,True,null,do not know,do not know,heard of somewhere,heard of somewhere,heard of somewhere; know from written records,8,7,8,B 
119,2018-02-22 10:16:00,1,2,0,1,2,0,0,vocational college,False,"20,000~50,000",null,null,null,network,null,null,bycycle,motor,True,null,do not know,do not know,do not know,do not know,do not know,5,5,5,B 
120,2018-02-22 10:18:00,3,3,1,1,2,1,1,college or higher,False,"＞50,000",null,fixed telephone,fixed telephone,fixed telephone; mobile phone; network,null,bycycle,bycycle,car,True,null,do not know,do not know,do not know,do not know,do not know,5,7,7,B 
121,2018-02-22 10:21:00,5,6,1,2,5,0,2,vocational college,False,"20,000~50,000",null,null,fixed telephone,network,null,null,bycycle,bycycle,True,null,do not know,do not know,do not know,do not know,do not know,5,5,5,B 
122,2018-02-22 10:25:00,2,1,0,0,1,2,0,vocational college,False,"5,000~10,000",null,null,fixed telephone,network; mobile phone,null,null,bycycle,car,False,null,heard of somewhere,do not know,do not know,do not know,do not know,9,9,9,B 
