id,submit_time,men,women,1_14,15_24,25_49,50_64,65+,education,farm,income,message1946,message1964,message1981,message2012,trans1946,trans1964,trans1981,trans2012,insurance,experience,1904,1946,1964,1981,2012,levee,report,maner,location_code
240,2018-02-23 19:24:00,2,1,0,0,2,1,0,college or higher,False,"5,000~10,000",null,null,null,mobile phone; network,null,null,null,bycycle,False,null,know from written records,know from written records,know from written records,know from written records,know from written records,10,10,10,A
241,2018-02-23 19:33:00,2,1,1,0,2,0,0,vocational college,False,"20,000~50,000",null,null,null,mobile phone,null,null,bycycle,car,True,null,heard of somewhere,heard of somewhere,know from written records; heard of somewhere,know from written records; heard of somewhere,know from written records,6,6,6,A 
242,2018-02-23 19:51:00,1,3,0,1,2,0,1,vocational college,False,"＞50,000",null,null,null,mobile phone,null,null,null,motor,True,null,heard of somewhere,know from written records,know from written records,know from written records,heard of somewhere,7,7,7,A 
243,2018-02-23 19:55:00,2,1,1,0,2,0,0,senior high school,False,"20,000~50,000",null,null,null,mobile phone,null,null,bycycle,bycycle,True,null,know from written records,know from written records,know from written records,know from written records,know from written records,6,6,6,A 
244,2018-02-23 20:08:00,1,4,1,2,2,2,2,college or higher,True,"20,000~50,000",null,null,null,mobile phone,null,null,null,car,False,null,know from written records,know from written records,do not know,know from written records,experienced,10,10,10,A 
245,2018-02-23 20:17:00,5,6,0,3,4,4,3,college or higher,False,"10,000~20,000",null,null,fixed telephone,network,null,bycycle,motor,car,True,null,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,do not know,7,7,7,B
246,2018-02-23 20:21:00,3,1,1,1,2,0,0,vocational college,False,"20,000~50,000",null,null,fixed telephone,mobile phone; network,null,null,bycycle,motor,True,null,do not know,do not know,do not know,do not know,do not know,6,6,6,A 
247,2018-02-23 20:25:00,3,1,1,1,2,0,0,vocational college,False,"20,000~50,000",null,null,fixed telephone,mobile phone; network,null,null,bycycle,motor,True,null,do not know,do not know,do not know,do not know,heard of somewhere,6,6,6,A 
248,2018-02-23 20:34:00,2,3,1,0,2,0,2,vocational college,False,"＜5,000",null,null,null,mobile phone,null,null,bycycle,car,False,null,know from written records,heard of somewhere,heard of somewhere,heard of somewhere,know from written records,7,4,4,A 
249,2018-02-23 20:44:00,1,2,0,0,3,0,0,vocational college,False,"＞50,000",null,null,null,mobile phone,null,null,null,null,True,null,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,5,5,5,B
250,2018-02-23 20:52:00,1,2,1,0,2,0,0,college or higher,False,"20,000~50,000",null,null,null,fixed telephone,null,null,bycycle,bycycle,True,null,do not know,do not know,do not know,heard of somewhere,heard of somewhere,6,6,6,A 
251,2018-02-23 20:52:00,1,2,0,0,2,0,0,vocational college,False,"＞50,000",null,null,null,mobile phone,null,null,null,car,True,null,heard of somewhere,heard of somewhere,heard of somewhere,know from written records,heard from intimates,10,10,10,A 
252,2018-02-23 21:03:00,2,2,2,0,2,0,0,vocational college,False,"＜5,000",null,null,null,mobile phone; network; fixed telephone,null,bycycle; null,null,bycycle; motor,True,null,heard of somewhere,know from written records; heard of somewhere,know from written records; heard of somewhere,know from written records; heard of somewhere,know from written records; heard of somewhere,6,6,6,A 
253,2018-02-23 21:05:00,4,6,2,1,4,2,1,senior high school,False,"20,000~50,000",null,null,null,mobile phone,null,null,bycycle,motor,True,null,heard of somewhere,know from written records,know from written records,heard of somewhere,heard of somewhere,6,6,6,A 
254,2018-02-23 21:11:00,1,2,1,0,2,0,0,vocational college,False,"20,000~50,000",null,null,null,mobile phone; network,null,null,bycycle,car,True,null,do not know,do not know,do not know,do not know,heard of somewhere,5,5,6,A 
255,2018-02-23 21:15:00,2,1,0,0,1,1,0,senior high school,False,"5,000~10,000",null,null,null,mobile phone,null,bycycle,bycycle; motor,car,True,null,heard of somewhere,do not know,do not know,heard of somewhere,know from written records,5,6,10,B 
256,2018-02-23 21:20:00,2,1,0,1,2,0,0,college or higher,False,"＞50,000",null,null,null,mobile phone,null,null,bycycle,motor,True,null,heard of somewhere,heard of somewhere,heard from intimates,heard from intimates,know from written records,10,10,10,A 
257,2018-02-23 21:49:00,1,1,0,0,0,2,0,vocational college,False,"20,000~50,000",null,null,null,mobile phone; network,null,null,bycycle,bycycle,True,null,do not know,do not know,do not know,do not know,heard of somewhere,8,7,6,A 
258,2018-02-23 21:56:00,3,2,2,0,2,1,1,vocational college,False,"20,000~50,000",mobile phone,null,null,mobile phone; fixed telephone,null,bycycle,bycycle,car,True,null,know from written records,know from written records,know from written records,know from written records,know from written records,5,6,10,A 
259,2018-02-23 22:02:00,2,3,0,1,2,0,2,senior high school,False,"20,000~50,000",null,null,null,fixed telephone; mobile phone; network,null,null,bycycle,car,True,null,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,know from written records,10,10,10,B 
260,2018-02-23 22:03:00,1,2,0,1,2,0,0,vocational college,False,"20,000~50,000",null,null,null,fixed telephone; mobile phone; network,null,null,null,car,True,null,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,know from written records,10,10,10,A 
261,2018-02-23 22:26:00,1,2,0,1,2,0,0,college or higher,False,"＞50,000",null,null,null,mobile phone,null,null,null,car,True,null,know from written records,know from written records,know from written records,know from written records,heard of somewhere; know from written records,10,10,10,A 
262,2018-02-23 22:36:00,1,2,1,0,2,0,0,vocational college,False,"＜5,000",null,null,fixed telephone,fixed telephone; mobile phone,null,null,null,bycycle,True,null,heard of somewhere,heard of somewhere,heard of somewhere,heard from intimates,heard of somewhere,5,5,5,A 
263,2018-02-23 22:43:00,2,1,1,0,2,0,0,vocational college,False,"20,000~50,000",null,null,null,fixed telephone; mobile phone; network,null,null,bycycle,car; bycycle,False,null,do not know,do not know,do not know,heard of somewhere,heard of somewhere,6,8,6,A 
264,2018-02-23 22:52:00,1,2,1,0,2,0,0,vocational college,False,"＞50,000",null,null,null,mobile phone,null,bycycle,bycycle,car,True,null,do not know,do not know,do not know,do not know,do not know,8,9,7,A 
265,2018-02-23 22:59:00,2,2,1,1,2,0,0,college or higher,False,"10,000~20,000",null,null,null,fixed telephone; mobile phone; network,null,bycycle,bycycle,motor; car,True,null,know from written records,heard of somewhere,heard of somewhere; know from written records,heard of somewhere; know from written records,know from written records,8,6,6,B 
266,2018-02-23 23:01:00,1,2,0,1,2,0,0,college or higher,False,"5,000~10,000",null,null,null,fixed telephone,null,null,null,car,True,flooding,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,heard from intimates,5,6,5,B 
267,2018-02-23 23:29:00,1,2,0,1,0,2,0,college or higher,False,"10,000~20,000",null,null,fixed telephone,network; mobile phone; fixed telephone,null,null,bycycle,null,False,null,know from written records,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,7,7,5,B 
268,2018-02-23 23:46:00,1,3,0,1,3,0,0,college or higher,False,"＞50,000",null,null,null,mobile phone; network; fixed telephone,null,null,bycycle,car; bycycle,True,null,do not know,do not know,do not know,heard of somewhere,heard of somewhere,10,6,5,B 
269,2018-02-23 23:51:00,1,3,0,1,3,0,0,college or higher,False,"＞50,000",null,null,null,fixed telephone; mobile phone; network,null,null,bycycle,car; bycycle,True,null,do not know,do not know,do not know,heard of somewhere,heard of somewhere,10,6,5,B 
270,2018-02-24 07:27:00,2,1,0,1,2,0,0,senior high school,False,"5,000~10,000",null,null,null,fixed telephone; mobile phone,null,null,bycycle,motor,False,null,do not know,do not know,heard of somewhere,do not know,heard of somewhere,6,6,6,A
271,2018-02-24 07:29:00,2,2,1,0,2,1,0,vocational college,False,"＞50,000",null,null,null,mobile phone,null,null,null,motor,True,null,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,6,6,6,A
272,2018-02-24 07:31:00,2,3,0,0,1,0,0,vocational college,False,"＜5,000",null,null,null,fixed telephone,null,null,null,car,True,null,know from written records,know from written records,know from written records,know from written records,know from written records,10,10,10,A
273,2018-02-24 07:37:00,1,2,0,1,2,0,0,college or higher,False,"＞50,000",null,null,null,mobile phone,null,null,bycycle,motor,True,null,know from written records; know from written records; heard of somewhere,know from written records; heard of somewhere; know from written records,know from written records; heard of somewhere; know from written records,know from written records; heard of somewhere; know from written records,know from written records; heard of somewhere,10,10,10,A
274,2018-02-24 07:40:00,1,2,0,1,2,0,0,vocational college,False,"＞50,000",null,null,null,mobile phone,null,null,bycycle,motor,True,null,know from written records; know from written records; heard of somewhere,know from written records; heard of somewhere; know from written records,know from written records; know from written records; heard of somewhere,know from written records; heard of somewhere; know from written records,know from written records; heard of somewhere,10,10,10,A
275,2018-02-24 09:38:00,2,3,0,3,2,0,0,college or higher,False,"＞50,000",null,null,null,network; fixed telephone; mobile phone,null,null,null,car; bycycle,True,null,do not know,do not know,do not know,do not know,heard from intimates,5,5,5,B 
276,2018-02-24 09:40:00,2,6,2,1,5,1,0,vocational college,True,"20,000~50,000",null,null,null,mobile phone; network,null,bycycle,motor,car,True,null,do not know,do not know,do not know,do not know,heard of somewhere,6,6,6,B 
277,2018-02-24 09:55:00,3,3,0,1,3,2,0,college or higher,False,"20,000~50,000",null,null,null,mobile phone,null,null,null,motor,False,flooding,do not know,do not know,do not know,do not know,do not know,2,2,8,D 
278,2018-02-24 10:48:00,1,3,0,2,2,0,0,college or higher,False,"20,000~50,000",null,null,fixed telephone,network,null,null,null,motor,True,null,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,8,7,6,B 
279,2018-02-24 10:51:00,1,3,0,2,2,0,0,college or higher,False,"＞50,000",null,null,null,mobile phone,null,null,null,car,True,null,do not know,do not know,do not know,do not know,do not know,6,6,6,B 
280,2018-02-24 11:00:00,3,4,1,0,5,0,1,college or higher,True,"5,000~10,000",null,null,null,mobile phone; fixed telephone; network,null,null,bycycle,car,True,null,do not know,do not know,heard of somewhere,heard of somewhere,heard from intimates,5,5,8,B 
281,2018-02-24 11:22:00,2,2,0,2,2,0,0,college or higher,False,"＞50,000",null,null,null,mobile phone,null,null,null,car,True,null,heard of somewhere,know from written records; heard of somewhere,know from written records; heard of somewhere,heard from intimates; heard of somewhere,know from written records; heard of somewhere; heard from intimates,7,7,8,B 
282,2018-02-24 11:22:00,1,2,0,1,2,0,0,college or higher,False,"＞50,000",null,null,null,mobile phone; fixed telephone; network,null,null,null,motor,True,null,do not know,do not know,do not know,do not know,do not know,6,7,6,B 
283,2018-02-24 11:23:00,3,3,0,2,0,2,2,college or higher,False,"＜5,000",null,null,null,mobile phone; network,null,bycycle,motor,car,True,null,know from written records; heard of somewhere,know from written records; heard of somewhere,know from written records; heard of somewhere,know from written records; heard of somewhere,heard of somewhere,9,8,8,B 
284,2018-02-24 11:31:00,3,3,0,3,1,2,0,college or higher,True,"5,000~10,000",null,null,fixed telephone,network; mobile phone; fixed telephone,null,bycycle,bycycle,motor; bycycle,False,null,know from written records; heard of somewhere,know from written records; heard of somewhere,know from written records; heard of somewhere,know from written records; heard of somewhere,know from written records; heard of somewhere,10,7,7,B 
285,2018-02-24 11:45:00,3,3,0,1,1,0,2,senior high school,True,"＞50,000",null,null,fixed telephone,mobile phone; network,null,null,bycycle,motor; car,True,flooding,heard of somewhere,know from written records,heard of somewhere,heard of somewhere,know from written records,7,7,7,B 
286,2018-02-24 11:47:00,2,2,0,0,2,2,0,college or higher,False,"5,000~10,000",fixed telephone,fixed telephone,fixed telephone,fixed telephone; mobile phone; network,bycycle,bycycle,bycycle,car,True,null,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,4,4,5,B 
287,2018-02-24 11:47:00,2,2,0,2,2,0,0,college or higher,False,"5,000~10,000",null,fixed telephone,null,mobile phone; fixed telephone,null,null,null,motor,False,null,heard of somewhere,know from written records,heard of somewhere,heard from intimates,heard from intimates,7,7,8,B 
288,2018-02-24 11:53:00,1,3,1,0,1,5,0,vocational college,False,"10,000~20,000",null,null,null,fixed telephone; mobile phone,null,null,bycycle,car,True,null,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,9,6,6,B 
289,2018-02-24 12:01:00,3,4,2,1,4,1,1,college or higher,False,"10,000~20,000",null,null,fixed telephone,mobile phone; network,null,bycycle,bycycle,car,True,null,heard of somewhere; know from written records,heard of somewhere; know from written records,know from written records; heard of somewhere,know from written records; heard of somewhere,heard of somewhere,8,8,8,B
290,2018-02-24 13:02:00,4,5,2,0,4,2,1,vocational college,False,"＞50,000",null,null,null,mobile phone; network; fixed telephone,null,null,bycycle,car,True,null,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,5,5,5,B 
291,2018-02-24 13:11:00,3,1,1,1,2,0,0,senior high school,True,"20,000~50,000",null,null,null,mobile phone,null,null,bycycle,car,False,null,do not know,do not know,do not know,do not know,heard of somewhere,7,8,10,C
292,2018-02-24 13:16:00,2,2,0,0,0,4,0,junior high school,True,"20,000~50,000",null,null,null,mobile phone,null,null,bycycle,car,False,null,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,7,7,7,B 
293,2018-02-24 13:24:00,1,2,0,1,3,1,0,senior high school,False,"5,000~10,000",null,null,fixed telephone,mobile phone; network,null,null,null,null,True,null,heard of somewhere,know from written records,heard of somewhere,know from written records; heard of somewhere,know from written records; heard of somewhere,5,5,5,B 
294,2018-02-24 14:34:00,1,2,0,1,1,1,0,vocational college,False,"＞50,000",null,null,null,mobile phone,null,null,bycycle,car,True,null,do not know,do not know,do not know,do not know,heard of somewhere,5,5,5,A 
295,2018-02-24 15:04:00,3,5,3,3,3,3,3,senior high school,False,"＞50,000",null,null,null,mobile phone,null,null,bycycle,bycycle,False,null,heard of somewhere,know from written records,know from written records,heard of somewhere,heard of somewhere,6,6,6,B 
296,2018-02-24 17:42:00,1,2,1,0,1,0,0,vocational college,False,"＞50,000",null,null,null,fixed telephone; mobile phone; network,null,bycycle,bycycle,bycycle,True,null,do not know,heard of somewhere,heard of somewhere,heard of somewhere,do not know,10,10,10,A 
297,2018-02-24 18:30:00,3,2,1,0,2,2,0,vocational college,False,"＞50,000",null,null,fixed telephone,fixed telephone; mobile phone; network,bycycle,bycycle,bycycle; motor,bycycle; motor,True,null,do not know,do not know,do not know,do not know,do not know,10,10,10,B 
298,2018-02-24 20:50:00,1,2,0,1,1,1,0,college or higher,False,"＜5,000",null,null,fixed telephone,mobile phone,null,bycycle,bycycle,motor,False,null,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,6,6,6,B 
299,2018-02-24 20:52:00,3,3,1,1,2,0,2,senior high school,True,"5,000~10,000",null,null,null,fixed telephone,null,null,null,bycycle,True,null,do not know,do not know,do not know,do not know,do not know,6,6,6,B 
300,2018-02-24 21:07:00,1,2,0,1,2,0,0,vocational college,False,"5,000~10,000",null,null,null,mobile phone; fixed telephone,null,null,null,bycycle,True,null,know from written records,do not know,do not know,do not know,heard of somewhere,1,5,5,A 
301,2018-02-24 21:12:00,1,2,0,1,2,0,0,vocational college,False,"10,000~20,000",null,null,fixed telephone,network; mobile phone,null,null,bycycle,car,False,null,heard of somewhere,know from written records,heard of somewhere,know from written records,heard of somewhere,6,6,6,B 
302,2018-02-24 21:18:00,3,3,2,0,2,0,2,senior high school,True,"＞50,000",null,null,null,mobile phone,null,null,bycycle,car,True,null,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,experienced,5,5,5,B 
303,2018-02-24 21:19:00,2,2,0,1,2,0,1,senior high school,True,"20,000~50,000",null,null,null,mobile phone,null,null,bycycle,motor,True,null,do not know,do not know,do not know,heard from intimates,heard of somewhere,5,6,6,C 
304,2018-02-24 21:28:00,1,3,0,1,1,1,1,vocational college,False,"20,000~50,000",null,null,null,fixed telephone,null,null,bycycle,motor,True,null,do not know,do not know,do not know,heard from intimates,do not know,8,8,8,A
305,2018-02-24 21:36:00,2,1,0,1,2,0,0,vocational college,False,"＞50,000",null,null,null,mobile phone,null,bycycle,bycycle,car,True,null,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,5,10,10,A
306,2018-02-24 21:38:00,2,1,1,0,2,0,0,college or higher,False,"5,000~10,000",null,null,null,fixed telephone; mobile phone; network,null,bycycle,motor; bycycle,car; motor; bycycle,True,null,do not know,do not know,do not know,do not know,do not know,7,7,6,B 
307,2018-02-24 22:23:00,2,1,0,1,5,0,0,college or higher,False,"＞50,000",null; network,null,null,mobile phone,null,null,bycycle,car,True,null,know from written records,heard of somewhere,know from written records,heard from intimates,heard of somewhere,6,10,10,A 
308,2018-02-24 22:32:00,2,1,0,1,2,0,0,vocational college,False,"＞50,000",null,null,null,mobile phone,null,null,null,car,True,null,do not know,do not know,do not know,heard of somewhere,do not know,9,10,10,A 
309,2018-02-24 22:33:00,2,1,0,1,1,1,0,college or higher,False,"＜5,000",null,null,null,mobile phone,null,null,bycycle,motor,False,null,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,6,10,7,C
310,2018-02-24 22:37:00,1,2,0,1,1,1,0,college or higher,False,"20,000~50,000",null,null,null,mobile phone,null,null,bycycle,car,True,null,do not know,do not know,do not know,do not know,do not know,7,6,6,A 
311,2018-02-24 22:38:00,1,2,0,1,2,0,0,college or higher,False,"5,000~10,000",null,null,null,mobile phone; network,null,bycycle,bycycle,motor,True,null,do not know,do not know,do not know,do not know,know from written records,10,10,10,A
312,2018-02-24 22:38:00,3,1,1,1,2,0,0,vocational college,False,"20,000~50,000",null,null,null,fixed telephone; mobile phone,null,null,bycycle,motor,True,inundation,know from written records,know from written records,heard of somewhere,heard from intimates,experienced,10,10,10,A 
313,2018-02-24 22:50:00,3,5,0,2,2,2,2,college or higher,False,"5,000~10,000",null,null,fixed telephone,mobile phone; network; fixed telephone,null,bycycle,motor,car; motor,True,null,heard of somewhere,heard of somewhere,heard of somewhere; heard from intimates,heard from intimates; experienced,experienced; heard from intimates,10,10,10,A
314,2018-02-24 23:10:00,2,1,0,0,1,2,0,junior high school,True,"10,000~20,000",null,null,null,mobile phone,null,null,bycycle,bycycle,True,null,heard of somewhere,heard of somewhere,heard of somewhere,know from written records,know from written records,7,7,10,A
315,2018-02-24 23:12:00,2,1,1,0,2,0,0,college or higher,False,"＞50,000",null,null,null,mobile phone,null,null,null,car,False,null,do not know,do not know,do not know,heard of somewhere,heard of somewhere,8,10,8,A 
316,2018-02-24 23:14:00,2,1,0,1,1,1,0,college or higher,False,"10,000~20,000",null,null,null,fixed telephone; mobile phone,null,null,bycycle,car,True,inundation,heard of somewhere,heard from intimates,heard from intimates,heard from intimates; experienced,heard of somewhere,8,7,9,A 
317,2018-02-24 23:18:00,2,1,0,1,2,0,0,college or higher,False,"＞50,000",null,null,null,mobile phone,null,bycycle,bycycle,car,True,null,do not know,do not know,heard of somewhere,heard of somewhere,heard from intimates,10,10,10,A
318,2018-02-25 01:27:00,2,1,0,1,2,0,0,college or higher,False,"＞50,000",null,null,null,mobile phone; fixed telephone; network,null,null,bycycle,car; bycycle,True,null,do not know,do not know,know from written records,heard from intimates,do not know,6,6,6,A 
319,2018-02-25 04:48:00,1,2,1,0,2,0,0,college or higher,False,"5,000~10,000",null,null,null,mobile phone,null,null,null,bycycle,True,null,do not know,do not know,do not know,do not know,do not know,6,8,8,A 
320,2018-02-25 07:08:00,2,1,0,1,1,1,0,college or higher,False,"20,000~50,000",null,null,null,mobile phone; network,null,null,bycycle; motor,bycycle,True,null,know from written records; heard of somewhere,heard of somewhere; know from written records,know from written records; heard of somewhere,know from written records; heard of somewhere,know from written records; heard of somewhere,10,9,10,A
321,2018-02-25 07:44:00,1,2,0,1,2,0,0,college or higher,False,"5,000~10,000",null,null,null,mobile phone; network,null,bycycle,motor,car,True,null,know from written records,know from written records,heard of somewhere,heard of somewhere,heard of somewhere,5,6,7,A 
322,2018-02-25 08:02:00,2,1,0,0,2,0,0,college or higher,False,"5,000~10,000",null,null,null,network; mobile phone,null,null,bycycle,bycycle; motor,False,null,do not know,do not know,do not know,experienced,do not know,10,10,10,A
323,2018-02-25 08:11:00,2,1,0,1,2,0,0,college or higher,False,"20,000~50,000",null,null,null,mobile phone; network,null,null,bycycle,bycycle,True,null,do not know,do not know,do not know,do not know,do not know,5,5,5,A 
324,2018-02-25 08:15:00,2,3,1,0,2,1,1,college or higher,True,"10,000~20,000",null,null,null,fixed telephone; mobile phone; network,null,bycycle,bycycle,bycycle; motor,True,null,know from written records,know from written records,know from written records,know from written records,heard of somewhere,4,4,4,A
325,2018-02-25 08:24:00,2,2,1,0,1,1,0,college or higher,False,"10,000~20,000",mobile phone,null,null,mobile phone,null,motor,motor,car,True,null,heard of somewhere,know from written records,heard from intimates,heard of somewhere,heard from intimates,6,6,6,A 
326,2018-02-25 08:28:00,2,1,0,1,2,0,0,vocational college,False,"＞50,000",null,null,null,mobile phone,null,bycycle,bycycle,car,True,null,know from written records,know from written records,know from written records,know from written records,know from written records,6,10,10,A 
327,2018-02-25 08:29:00,1,1,0,0,2,0,0,vocational college,False,"10,000~20,000",null,null,null,mobile phone,null,null,bycycle,motor,True,null,heard of somewhere,heard of somewhere,heard from intimates,experienced,heard from intimates,5,7,7,A 
328,2018-02-25 08:32:00,1,2,0,1,2,0,0,college or higher,False,"5,000~10,000",null,null,null,mobile phone,null,null,null,car,True,null,do not know,do not know,do not know,do not know,heard from intimates,6,6,10,A 
329,2018-02-25 08:49:00,2,1,0,0,1,0,0,college or higher,False,"10,000~20,000",null,null,fixed telephone,mobile phone; network,null,null,bycycle,motor,True,null,know from written records,know from written records,know from written records,know from written records,heard of somewhere,7,6,5,A
330,2018-02-25 08:54:00,2,3,1,0,2,2,0,college or higher,False,"10,000~20,000",null,null,null,fixed telephone; mobile phone; network,bycycle,bycycle,motor,car,True,null,do not know,do not know,do not know,heard of somewhere,heard of somewhere,6,6,4,A 
331,2018-02-25 08:57:00,3,3,0,0,5,0,1,college or higher,True,"＞50,000",null,null,null,fixed telephone; mobile phone,null,null,bycycle,car; motor; bycycle,True,null,do not know,do not know,do not know,heard of somewhere,know from written records; heard of somewhere,10,10,10,A 
332,2018-02-25 09:15:00,2,1,0,1,2,0,1,college or higher,False,"＞50,000",null,null,null,mobile phone,null,null,null,car,True,null,do not know,do not know,heard of somewhere,do not know,do not know,10,10,10,B
333,2018-02-25 09:21:00,1,2,0,1,2,0,0,college or higher,False,"＜5,000",null,null,null,mobile phone; network,null,null,bycycle,car,True,null,do not know,do not know,heard of somewhere,heard from intimates; heard of somewhere,heard of somewhere,6,5,5,B
334,2018-02-25 09:38:00,2,1,0,1,2,0,0,senior high school,False,"＜5,000",null,null,null,mobile phone,null,null,bycycle,bycycle,False,null,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,10,10,9,A 
335,2018-02-25 09:45:00,1,2,1,0,2,0,0,college or higher,False,"10,000~20,000",null,null,fixed telephone,fixed telephone,null,null,motor; bycycle,car,True,null,do not know,do not know,do not know,do not know,do not know,5,5,10,A 
336,2018-02-25 09:54:00,2,1,1,0,2,0,0,college or higher,False,"＞50,000",null,null,null,mobile phone; network,null,null,bycycle,car,False,null,do not know,know from written records,do not know,experienced,know from written records,10,10,6,A 
337,2018-02-25 09:56:00,2,1,0,1,2,0,0,vocational college,False,"5,000~10,000",null,null,null,mobile phone,null,null,bycycle,bycycle,True,null,heard of somewhere,heard of somewhere,experienced; know from written records,heard of somewhere,heard of somewhere,10,10,10,A 
338,2018-02-25 10:08:00,1,2,0,0,2,1,0,college or higher,False,"5,000~10,000",fixed telephone; null,fixed telephone; null,fixed telephone; null,network; mobile phone,null; bycycle; car; motor,null; bycycle; motor; car,null; motor; bycycle; car,bycycle,True,null,do not know,do not know,do not know,do not know,do not know,6,6,6,A 
339,2018-02-25 10:12:00,2,1,1,0,1,1,0,college or higher,False,"＞50,000",null,null,fixed telephone,mobile phone; network,null,null,bycycle,car,False,null,do not know,do not know,do not know,heard of somewhere,do not know,10,6,9,A 
340,2018-02-25 10:30:00,2,1,1,0,2,0,0,college or higher,False,"10,000~20,000",fixed telephone,fixed telephone,fixed telephone,mobile phone; network,null,bycycle,motor,car,False,null,heard of somewhere,heard from intimates,heard of somewhere,heard of somewhere,know from written records,10,10,10,A 
341,2018-02-25 11:16:00,2,1,0,0,1,2,0,senior high school,False,"＜5,000",null,null,null,mobile phone,null,null,bycycle,bycycle,True,null,do not know,do not know,do not know,do not know,experienced,6,6,6,C 
342,2018-02-25 12:42:00,2,3,0,1,2,0,2,college or higher,False,"20,000~50,000",null,null,null,mobile phone,null,null,bycycle,motor; bycycle,False,null,know from written records,know from written records,know from written records,know from written records; heard of somewhere,know from written records; heard of somewhere,10,10,10,A 
343,2018-02-25 12:51:00,2,1,0,1,2,0,0,vocational college,False,"5,000~10,000",null,null,null,mobile phone,null,null,bycycle,bycycle,True,null,heard of somewhere; know from written records; know from written records,heard from intimates,heard from intimates,heard of somewhere; heard from intimates,heard from intimates; know from written records; heard of somewhere,7,7,7,A 
344,2018-02-25 14:59:00,5,4,1,0,2,0,2,college or higher,False,"＞50,000",null,null,mobile phone,network,null,bycycle,bycycle,car,True,flooding,know from written records,heard of somewhere,heard of somewhere,heard of somewhere; know from written records,heard of somewhere,5,5,5,A 
345,2018-02-25 15:03:00,1,2,0,1,2,0,0,vocational college,False,"＞50,000",null,null,fixed telephone,mobile phone; network,null,null,bycycle,car,True,flooding,do not know,do not know,do not know,experienced,know from written records,7,6,6,A 
346,2018-02-25 15:29:00,1,1,0,0,0,2,0,senior high school,False,"20,000~50,000",null,null,null,mobile phone; network,null,null,bycycle,bycycle,False,null,do not know,do not know,do not know,do not know,heard of somewhere,9,10,9,A 
347,2018-02-25 15:40:00,2,1,0,1,2,0,0,college or higher,False,"＞50,000",null,null,null,mobile phone; network; fixed telephone,null,null,bycycle,car; motor,True,null,do not know,do not know,do not know,do not know,heard of somewhere,9,10,10,A 
348,2018-02-25 15:59:00,2,2,0,1,3,0,0,college or higher,False,"＞50,000",null,null,null,mobile phone,null,null,bycycle,bycycle,True,null,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,experienced,7,8,6,A 
349,2018-02-25 18:58:00,1,2,0,0,3,0,0,junior high school,False,"＜5,000",null,null,null,fixed telephone,null,null,bycycle,bycycle,True,null,know from written records; heard of somewhere,do not know,do not know,heard from intimates,do not know,6,5,5,A
350,2018-02-25 20:53:00,1,0,0,0,0,1,0,junior high school,False,"20,000~50,000",null,null,null,mobile phone; network,null,null,bycycle,bycycle,True,null,do not know,do not know,do not know,do not know,do not know,6,9,9,A 
351,2018-02-25 20:55:00,1,2,1,0,2,0,0,vocational college,False,"5,000~10,000",null,null,null,mobile phone,null,bycycle,bycycle,motor,True,null,do not know,know from written records,know from written records,know from written records,know from written records; heard of somewhere,10,10,10,A
352,2018-02-26 08:50:00,2,4,1,0,2,2,1,senior high school,True,"10,000~20,000",null,null,null,fixed telephone; mobile phone,null,null,bycycle,bycycle,False,null,do not know,do not know,do not know,do not know,do not know,10,10,10,C 
353,2018-02-26 11:19:00,2,2,0,1,2,0,1,vocational college,False,"＜5,000",null,null,null,mobile phone,null,null,bycycle,motor,True,null,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,6,6,7,A
354,2018-02-26 11:23:00,10,9,2,3,5,2,0,senior high school,False,"＜5,000",null,null,null,mobile phone; fixed telephone,null,bycycle,bycycle,bycycle; motor,True,null,know from written records,know from written records,know from written records,heard of somewhere,know from written records; heard of somewhere,6,6,6,A
355,2018-02-26 14:39:00,2,1,0,1,2,0,0,vocational college,False,"10,000~20,000",null,null,null,mobile phone; network,null,bycycle,bycycle,car; motor,True,flooding,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,know from written records,7,7,6,A 
